8.01E+15,201577,2077714,2073521,8.0082E+15,2017459,2084857,2084826,2017454,2079032,1345137,2072232,545536,2070470,2078257,8.0082E+15,2086107,2084792,2076336,1375944,8.0076E+15,439728,1177000,2080346,1983912,2051291,991075714,2025152,2079764,2081456,8.0086E+15,2084632,1953056,2076708,426867,2012631,426857,1284253,2080608,2068918,852875,1053032,2131077,2016660,1907488,505355,1723632,1979752,1237241,2018253,1009842,2083538,2079345,2082560,2084216,527992,2010105,1550263,2086209,2081811,2082382,2081820,2081250,154472,311541,442553,243559,2075701,543637,513374,2080572,202574,437768,2083939,321255,329297,2083311,411895,2011319,1944744,8.01E+15,1984093,100152,340573,752894,8.0062E+15,1990029,2080322,8.01E+15,201577,2077714,2073521,8.0082E+15,2017459,2084857,2084826,2017454,2079032,1345137,2072232,545536,2070470,2078257,8.0082E+15,2086107,2084792,2076336,1375944,8.0076E+15,439728,1177000,2080346,1983912,2051291,991075714,2025152,2079764,2081456,8.0086E+15,2084632,1953056,2076708,426867,2012631,426857,1284253,2080608,2068918,852875,1053032,2131077,2016660,1907488,505355,1723632,1979752,1237241,2018253,1009842,2083538,2079345,2082560,2084216,527992,2010105,1550263,2086209,2081811,2082382,2081820,2081250,154472,311541,442553,243559,2075701,543637,513374,2080572,202574,437768,2083939,321255,329297,2083311,411895,2011319,1944744,8.01E+15,1984093,100152,340573,752894,8.0062E+15,1990029,2080322,8.01E+15,201577,2077714,2073521,8.0082E+15,2017459,2084857,2084826,2017454,2079032,1345137,2072232,545536,2070470,2078257,8.0082E+15,2086107,2084792,2076336,1375944,8.0076E+15,439728,1177000,2080346,1983912,2051291,991075714,2025152,2079764,2081456,8.0086E+15,2084632,1953056,2076708,426867,2012631,426857,1284253,2080608,2068918,852875,1053032,2131077,2016660,1907488,505355,1723632,1979752,1237241,2018253,1009842,2083538,2079345,2082560,2084216,527992,2010105,1550263,2086209,2081811,2082382,2081820,2081250,154472,311541,442553,243559,2075701,543637,513374,2080572,202574,437768,2083939,321255,329297,2083311,411895,2011319,1944744,8.01E+15,1984093,100152,340573,752894,8.0062E+15,1990029,2080322
195991768,579161,16828250,3023902,3163607,1600000,6100000,5000000,1800000,21560,4000,319000,6000,49000000,1000000,417750,6500000,873000,554692,192745,3084911,1000,78775,25005.62,51705,182128,328016,12023,77500,45982,1150075,1000000,160000,1000,3800000,4476407,397780,850000,1000,400000,100,50,67451,200,10000,86572,355985,115705,365470,66936,500000,240000,30000,500000,500000,221315,561338,12172,300000,241000,50100,1000000,448000,500000,900000,1000,20000,8777364,303975,25000,25000,1000,16000,165005,242250,1000,1000,367813,2686898,15000,50000,1303085,100,23259,500,3,1000,5000,195991768,579161,16828250,3023902,3163607,1600000,6100000,5000000,1800000,21560,4000,319000,6000,49000000,1000000,417750,6500000,873000,554692,192745,3084911,1000,78775,25005.62,51705,182128,328016,12023,77500,45982,1150075,1000000,160000,1000,3800000,4476407,397780,850000,1000,400000,100,50,67451,200,10000,86572,355985,115705,365470,66936,500000,240000,30000,500000,500000,221315,561338,12172,300000,241000,50100,1000000,448000,500000,900000,1000,20000,8777364,303975,25000,25000,1000,16000,165005,242250,1000,1000,367813,2686898,15000,50000,1303085,100,23259,500,3,1000,5000,195991768,579161,16828250,3023902,3163607,1600000,6100000,5000000,1800000,21560,4000,319000,6000,49000000,1000000,417750,6500000,873000,554692,192745,3084911,1000,78775,25005.62,51705,182128,328016,12023,77500,45982,1150075,1000000,160000,1000,3800000,4476407,397780,850000,1000,400000,100,50,67451,200,10000,86572,355985,115705,365470,66936,500000,240000,30000,500000,500000,221315,561338,12172,300000,241000,50100,1000000,448000,500000,900000,1000,20000,8777364,303975,25000,25000,1000,16000,165005,242250,1000,1000,367813,2686898,15000,50000,1303085,100,23259,500,3,1000,5000
185457673,1202471,31868870,280000,1694073,100000,3000000,5030900,800000,250000,4000,50000,16709,1115690,4000000,2285894,40000,166000,415006,689261,1653256,30000,52203.93,1708299.24,109920,19598,132008,1651355,27500,111648,1279334,800000,97417,50000,1000000,3168720,1098000,700000,1202780,973156,0,50,11989170,800000,0,0,181471,322024,15463835,300000,2560,200000,26000,100,2000,0,2742152,0,1000000,257666,1015000,2059586,0,0,0,0,233643,1875004,0,0,9000,550000,0,235425,269160,44385,0,331025,989202,0,450000,0,0,0,0,2,0,0,185457673,1202471,31868870,280000,1694073,100000,3000000,5030900,800000,250000,4000,50000,16709,1115690,4000000,2285894,40000,166000,415006,689261,1653256,30000,52203.93,1708299.24,109920,19598,132008,1651355,27500,111648,1279334,800000,97417,50000,1000000,3168720,1098000,700000,1202780,973156,0,50,11989170,800000,0,0,181471,322024,15463835,300000,2560,200000,26000,100,2000,0,2742152,0,1000000,257666,1015000,2059586,0,0,0,0,233643,1875004,0,0,9000,550000,0,235425,269160,44385,0,331025,989202,0,450000,0,0,0,0,2,0,0,185457673,1202471,31868870,280000,1694073,100000,3000000,5030900,800000,250000,4000,50000,16709,1115690,4000000,2285894,40000,166000,415006,689261,1653256,30000,52203.93,1708299.24,109920,19598,132008,1651355,27500,111648,1279334,800000,97417,50000,1000000,3168720,1098000,700000,1202780,973156,0,50,11989170,800000,0,0,181471,322024,15463835,300000,2560,200000,26000,100,2000,0,2742152,0,1000000,257666,1015000,2059586,0,0,0,0,233643,1875004,0,0,9000,550000,0,235425,269160,44385,0,331025,989202,0,450000,0,0,0,0,2,0,0
204367009,596542,3092402,1192649,1990497,300000,2000000,5000000,900000,125617,3000,53000,205000,5965069,1000000,4644162,6800000,110000,139359,1572,1804017,0,40720,10011.24,30960,212328,191134,32902,25000,0,391607,5000000,52557,1505929.59,100,5404864,395000,1009000,640780,220770,0,2,31000,0,0,0,171394,521471,36238,184715,15000,285000,25000,925000,16170,0,761570,0,1750000,143267,15000,3190894,0,0,0,0,0,17516,0,0,0,300000,0,197500,0,5000,0,234050,0,0,100000,0,0,0,0,0,0,0,204367009,596542,3092402,1192649,1990497,300000,2000000,5000000,900000,125617,3000,53000,205000,5965069,1000000,4644162,6800000,110000,139359,1572,1804017,0,40720,10011.24,30960,212328,191134,32902,25000,0,391607,5000000,52557,1505929.59,100,5404864,395000,1009000,640780,220770,0,2,31000,0,0,0,171394,521471,36238,184715,15000,285000,25000,925000,16170,0,761570,0,1750000,143267,15000,3190894,0,0,0,0,0,17516,0,0,0,300000,0,197500,0,5000,0,234050,0,0,100000,0,0,0,0,0,0,0,204367009,596542,3092402,1192649,1990497,300000,2000000,5000000,900000,125617,3000,53000,205000,5965069,1000000,4644162,6800000,110000,139359,1572,1804017,0,40720,10011.24,30960,212328,191134,32902,25000,0,391607,5000000,52557,1505929.59,100,5404864,395000,1009000,640780,220770,0,2,31000,0,0,0,171394,521471,36238,184715,15000,285000,25000,925000,16170,0,761570,0,1750000,143267,15000,3190894,0,0,0,0,0,17516,0,0,0,300000,0,197500,0,5000,0,234050,0,0,100000,0,0,0,0,0,0,0
84651226,0,12799734,211773,1598058,1000000,1500000,1000000,600000,2574287,199273,100000,998980,11330828,4914100,4250596,4800000,168000,255388,13000,326647,0,40720,15005.62,165474,118035,99056,3603438,4500,0,3425000,3000000,19000,50,3800000,3081614,420178,486000,565550,1381496,0,3,2325542,0,0,0,11645,46371,44252858,18423,2790,450000,29500,225950,0,0,1066728,0,1500000,119000,216300,0,0,0,0,0,0,132750,0,0,0,31500,0,30000,0,14057,0,342508,0,0,0,0,0,0,0,0,0,0,84651226,0,12799734,211773,1598058,1000000,1500000,1000000,600000,2574287,199273,100000,998980,11330828,4914100,4250596,4800000,168000,255388,13000,326647,0,40720,15005.62,165474,118035,99056,3603438,4500,0,3425000,3000000,19000,50,3800000,3081614,420178,486000,565550,1381496,0,3,2325542,0,0,0,11645,46371,44252858,18423,2790,450000,29500,225950,0,0,1066728,0,1500000,119000,216300,0,0,0,0,0,0,132750,0,0,0,31500,0,30000,0,14057,0,342508,0,0,0,0,0,0,0,0,0,0,84651226,0,12799734,211773,1598058,1000000,1500000,1000000,600000,2574287,199273,100000,998980,11330828,4914100,4250596,4800000,168000,255388,13000,326647,0,40720,15005.62,165474,118035,99056,3603438,4500,0,3425000,3000000,19000,50,3800000,3081614,420178,486000,565550,1381496,0,3,2325542,0,0,0,11645,46371,44252858,18423,2790,450000,29500,225950,0,0,1066728,0,1500000,119000,216300,0,0,0,0,0,0,132750,0,0,0,31500,0,30000,0,14057,0,342508,0,0,0,0,0,0,0,0,0,0
86171548,0,21845947,939883,4262725,540000,700000,9000000,2200000,2565951,55100,52000,1959760,20644560,1100000,4865370,1000000,13500,149231,20871,226800,0,55029,10005.62,102360,0,374125,3000000,25000,0,44470,3000000,1496935,5100,0,374037,265650,621000,421250,157080,0,2,12411556,0,0,0,899816,1280269,43965,200,675878,200000,2000,675000,0,0,3296354,0,450000,100000,472500,0,0,0,0,0,0,23517,0,0,0,74222,0,102448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86171548,0,21845947,939883,4262725,540000,700000,9000000,2200000,2565951,55100,52000,1959760,20644560,1100000,4865370,1000000,13500,149231,20871,226800,0,55029,10005.62,102360,0,374125,3000000,25000,0,44470,3000000,1496935,5100,0,374037,265650,621000,421250,157080,0,2,12411556,0,0,0,899816,1280269,43965,200,675878,200000,2000,675000,0,0,3296354,0,450000,100000,472500,0,0,0,0,0,0,23517,0,0,0,74222,0,102448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86171548,0,21845947,939883,4262725,540000,700000,9000000,2200000,2565951,55100,52000,1959760,20644560,1100000,4865370,1000000,13500,149231,20871,226800,0,55029,10005.62,102360,0,374125,3000000,25000,0,44470,3000000,1496935,5100,0,374037,265650,621000,421250,157080,0,2,12411556,0,0,0,899816,1280269,43965,200,675878,200000,2000,675000,0,0,3296354,0,450000,100000,472500,0,0,0,0,0,0,23517,0,0,0,74222,0,102448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51164029,0,28293054,1159034,2838658,250000,300000,6800000,200000,269310,6246,4620,2295396,28023808,2210000,3954710,9050000,5000,52000,46609,1703500,0,171.31,4000,90710,0,25056,3000000,5000,0,4814384,3000000,50000,0,0,689877,0,308522,0,179164,0,150,12117907,0,0,0,5000,1934862,131849,195317,1422389,500000,0,0,0,0,482333,0,2500000,10789.99,1000,0,0,0,0,0,0,4033097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51164029,0,28293054,1159034,2838658,250000,300000,6800000,200000,269310,6246,4620,2295396,28023808,2210000,3954710,9050000,5000,52000,46609,1703500,0,171.31,4000,90710,0,25056,3000000,5000,0,4814384,3000000,50000,0,0,689877,0,308522,0,179164,0,150,12117907,0,0,0,5000,1934862,131849,195317,1422389,500000,0,0,0,0,482333,0,2500000,10789.99,1000,0,0,0,0,0,0,4033097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51164029,0,28293054,1159034,2838658,250000,300000,6800000,200000,269310,6246,4620,2295396,28023808,2210000,3954710,9050000,5000,52000,46609,1703500,0,171.31,4000,90710,0,25056,3000000,5000,0,4814384,3000000,50000,0,0,689877,0,308522,0,179164,0,150,12117907,0,0,0,5000,1934862,131849,195317,1422389,500000,0,0,0,0,482333,0,2500000,10789.99,1000,0,0,0,0,0,0,4033097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26193025,0,43500,589310,2842914,200000,600000,11212200,1400000,5527921,2500,180000,17405,9784296,643154,162123,550000,4750,510500,370123,484000,0,22501,10005.62,32660,0,65682,3000000,520000,0,2274754,2250000,800000,0,0,5711232,0,960000,0,99000,0,0,11965983,0,0,0,0,805678,45514,100000,55974,150000,0,0,0,0,5210032,0,4500000,71500,15000,0,0,0,0,0,0,3495097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26193025,0,43500,589310,2842914,200000,600000,11212200,1400000,5527921,2500,180000,17405,9784296,643154,162123,550000,4750,510500,370123,484000,0,22501,10005.62,32660,0,65682,3000000,520000,0,2274754,2250000,800000,0,0,5711232,0,960000,0,99000,0,0,11965983,0,0,0,0,805678,45514,100000,55974,150000,0,0,0,0,5210032,0,4500000,71500,15000,0,0,0,0,0,0,3495097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26193025,0,43500,589310,2842914,200000,600000,11212200,1400000,5527921,2500,180000,17405,9784296,643154,162123,550000,4750,510500,370123,484000,0,22501,10005.62,32660,0,65682,3000000,520000,0,2274754,2250000,800000,0,0,5711232,0,960000,0,99000,0,0,11965983,0,0,0,0,805678,45514,100000,55974,150000,0,0,0,0,5210032,0,4500000,71500,15000,0,0,0,0,0,0,3495097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192277690,0,12083069,1678025,2074936,500000,3350000,4984963,400000,169236,71970,22600,2792986,34592915,1769576,3255255,0,16000,510500,199908,6345559,0,26067,5000,254319,0,177665,2032708,400000,0,1492669,2000000,30000,0,0,3045551,0,200000,0,220017,0,0,237671,0,0,0,0,639507,151373,500000,656850,950000,0,0,0,0,101,0,2500000,163878,483840,0,0,0,0,0,0,8550466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192277690,0,12083069,1678025,2074936,500000,3350000,4984963,400000,169236,71970,22600,2792986,34592915,1769576,3255255,0,16000,510500,199908,6345559,0,26067,5000,254319,0,177665,2032708,400000,0,1492669,2000000,30000,0,0,3045551,0,200000,0,220017,0,0,237671,0,0,0,0,639507,151373,500000,656850,950000,0,0,0,0,101,0,2500000,163878,483840,0,0,0,0,0,0,8550466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192277690,0,12083069,1678025,2074936,500000,3350000,4984963,400000,169236,71970,22600,2792986,34592915,1769576,3255255,0,16000,510500,199908,6345559,0,26067,5000,254319,0,177665,2032708,400000,0,1492669,2000000,30000,0,0,3045551,0,200000,0,220017,0,0,237671,0,0,0,0,639507,151373,500000,656850,950000,0,0,0,0,101,0,2500000,163878,483840,0,0,0,0,0,0,8550466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56727800,0,17738495,28653,1907563,700000,2500000,3800000,800000,488034,37969,2000,5000,25686892,600000,503625,0,16500,0,156256,2802501,0,31720,14005.62,762285,0,12375,10000,3000,0,666026,3500000,116716,0,0,683520,0,1741500,0,63513,0,0,161358,0,0,0,0,823587,17150,406861,0,600000,0,0,0,0,1021190,0,2000000,0,600000,0,0,0,0,0,0,1838906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56727800,0,17738495,28653,1907563,700000,2500000,3800000,800000,488034,37969,2000,5000,25686892,600000,503625,0,16500,0,156256,2802501,0,31720,14005.62,762285,0,12375,10000,3000,0,666026,3500000,116716,0,0,683520,0,1741500,0,63513,0,0,161358,0,0,0,0,823587,17150,406861,0,600000,0,0,0,0,1021190,0,2000000,0,600000,0,0,0,0,0,0,1838906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56727800,0,17738495,28653,1907563,700000,2500000,3800000,800000,488034,37969,2000,5000,25686892,600000,503625,0,16500,0,156256,2802501,0,31720,14005.62,762285,0,12375,10000,3000,0,666026,3500000,116716,0,0,683520,0,1741500,0,63513,0,0,161358,0,0,0,0,823587,17150,406861,0,600000,0,0,0,0,1021190,0,2000000,0,600000,0,0,0,0,0,0,1838906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
